Total,Mon,Tue,Wed,Thu,Fri,Sat,Sun,holiday,daylight_hours,PRCP,SNWD,SNOW,TMAX,TMIN,AWND,WSF2,WSF5,dry day,wet day,windy day,still day,hot day,snowy day,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31
1631.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8.801012324447974,36,0,0,128,61,30.0,63.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.829548047631866,53,0,0,111,78,25.0,58.0,67.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.859212529963038,8,0,0,111,50,26.0,58.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.889980420664704,0,0,0,94,28,24.0,58.0,67.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.921825957324666,56,0,0,94,22,16.0,63.0,76.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.954723035975654,61,0,0,122,61,53.0,107.0,134.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.988645279371733,79,0,0,100,61,49.0,112.0,156.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
967.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.023566103179364,541,0,0,133,83,60.0,125.0,170.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1741.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.059458779833923,38,0,0,111,72,42.0,139.0,174.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1370.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.096296499844792,112,0,0,83,39,55.0,148.0,206.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
554.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,9.134052430364385,0,0,0,89,28,15.0,45.0,58.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
355.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.172699770867851,320,0,0,94,61,24.0,67.0,94.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
845.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.212211805820907,0,0,0,89,39,12.0,54.0,63.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1018.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.25256195424254,0,0,0,83,11,36.0,76.0,89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2358.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.293723816097184,0,0,0,94,17,38.0,72.0,89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2547.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,9.33567121547729,0,0,0,100,17,15.0,54.0,58.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2034.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.378378240561524,28,0,0,94,22,29.0,67.0,76.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9.421819280356363,15,0,0,128,78,42.0,76.0,94.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1590.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.465969058249403,356,0,0,150,78,46.0,103.0,134.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
634.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.568237628581672,41,0,0,133,83,55.0,112.0,170.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.582874317397174,196,0,0,83,72,62.0,116.0,161.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.598870685736548,130,0,0,94,72,44.0,94.0,148.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.616210684447172,142,0,0,117,72,62.0,112.0,148.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.634877071100597,15,0,0,89,44,50.0,98.0,130.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.654851473774508,15,0,0,72,61,51.0,94.0,116.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.67611445771033,10,0,0,78,33,46.0,103.0,139.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.698645594363219,0,0,0,67,33,20.0,54.0,63.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.72242353235912,15,0,0,67,28,21.0,40.0,58.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2162.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.747426069876845,5,0,0,72,56,18.0,58.0,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.773630227981448,30,0,0,78,56,45.0,89.0,112.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,8.801012324447974,81,0,0,67,44,20.0,58.0,76.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,8.829548047631866,23,0,0,72,33,28.0,58.0,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.859212529963038,79,0,0,61,11,17.0,54.0,63.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,8.889980420664704,53,0,0,44,6,51.0,98.0,130.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.921825957324666,226,0,0,67,33,55.0,103.0,134.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.954723035975654,20,0,0,83,17,95.0,170.0,264.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,8.988645279371733,33,25,15,39,6,53.0,89.0,112.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1020.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,9.023566103179364,137,0,0,83,17,58.0,125.0,170.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1077.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9.059458779833923,132,0,0,72,6,37.0,98.0,130.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1232.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.096296499844792,18,0,0,83,-17,17.0,63.0,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
493.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,9.134052430364385,33,0,0,83,39,35.0,112.0,156.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
441.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.172699770867851,66,0,0,72,33,25.0,58.0,72.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
